,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,53.85,54.6,53.85,54.35,372260
1,1,2022-07-11 09:30:00,54.4,54.75,54.25,54.7,478843
2,2,2022-07-11 09:45:00,54.7,54.8,54.6,54.75,651686
3,3,2022-07-11 10:00:00,54.75,54.9,54.7,54.75,838219
4,4,2022-07-11 10:15:00,54.75,54.9,54.75,54.85,1013944
5,5,2022-07-11 10:30:00,54.85,54.9,54.7,54.75,1190128
6,6,2022-07-11 10:45:00,54.75,54.8,54.6,54.65,1273687
7,7,2022-07-11 11:00:00,54.6,54.65,54.5,54.6,1388884
8,8,2022-07-11 11:15:00,54.6,54.6,54.45,54.45,1472405
9,9,2022-07-11 11:30:00,54.45,54.7,54.4,54.45,1538831
10,10,2022-07-11 11:45:00,54.45,54.5,54.2,54.3,1697453
11,11,2022-07-11 12:00:00,54.3,54.45,54.1,54.1,1881905
12,12,2022-07-11 12:15:00,54.1,54.25,54.1,54.1,1910753
13,13,2022-07-11 12:30:00,54.1,54.25,54.1,54.15,1944309
14,14,2022-07-11 12:45:00,54.15,54.2,54.1,54.1,1961250
15,15,2022-07-11 13:00:00,54.1,54.25,54.1,54.1,2146094
16,16,2022-07-11 13:15:00,54.15,54.2,53.95,54.05,2837066
17,17,2022-07-11 13:30:00,54.05,54.2,54.05,54.1,2884057
18,18,2022-07-11 13:45:00,54.1,54.1,53.95,54.05,3146753
19,19,2022-07-11 14:00:00,54.05,54.15,53.95,54.0,3570058
20,20,2022-07-11 14:15:00,54.0,54.1,54.0,54.0,3683293
21,21,2022-07-11 14:30:00,54.05,54.1,53.8,53.8,4002171
22,22,2022-07-11 14:45:00,53.8,54.0,53.75,53.9,5102725
23,23,2022-07-11 15:00:00,53.95,53.95,53.55,53.75,5733364
24,24,2022-07-11 15:15:00,53.75,54.2,53.65,54.2,6238244
25,25,2022-07-11 15:30:00,54.2,54.2,53.75,53.75,6238781
26,26,2022-07-12 09:15:00,53.75,53.95,53.5,53.6,156910
27,27,2022-07-12 09:30:00,53.65,53.7,53.55,53.65,256835
28,28,2022-07-12 09:45:00,53.65,53.75,53.55,53.75,313448
29,29,2022-07-12 10:00:00,53.75,53.95,53.7,53.8,457489
30,30,2022-07-12 10:15:00,53.8,53.9,53.7,53.9,565343
31,31,2022-07-12 10:30:00,53.8,53.85,53.7,53.8,596678
32,32,2022-07-12 10:45:00,53.8,53.8,53.7,53.7,616858
