,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-25 09:15:00,1054.65,1069.4,1046.75,1057.75,69448
1,1,2022-07-25 09:30:00,1057.75,1081.7,1056.1,1069.9,160845
2,2,2022-07-25 09:45:00,1069.9,1076.4,1063.65,1070.0,318824
3,3,2022-07-25 10:00:00,1070.3,1070.45,1065.15,1068.15,381254
4,4,2022-07-25 10:15:00,1068.15,1069.95,1066.0,1068.3,404416
5,5,2022-07-25 10:30:00,1068.3,1071.95,1067.0,1067.0,415950
6,6,2022-07-25 10:45:00,1067.45,1070.3,1065.85,1068.85,435042
7,7,2022-07-25 11:00:00,1068.85,1069.5,1065.95,1067.0,447138
8,8,2022-07-25 11:15:00,1067.0,1069.65,1065.6,1069.5,458125
9,9,2022-07-25 11:30:00,1069.5,1071.1,1067.9,1068.65,471811
10,10,2022-07-25 11:45:00,1068.65,1073.8,1068.65,1070.9,488359
11,11,2022-07-25 12:00:00,1071.3,1074.0,1066.45,1068.8,513407
12,12,2022-07-25 12:15:00,1068.8,1070.0,1066.65,1070.0,521470
13,13,2022-07-25 12:30:00,1070.0,1070.0,1064.15,1067.5,530182
14,14,2022-07-25 12:45:00,1067.5,1071.1,1066.1,1069.05,539596
15,15,2022-07-25 13:00:00,1069.05,1069.05,1065.2,1067.15,551535
16,16,2022-07-25 13:15:00,1067.15,1068.4,1057.6,1061.55,564393
17,17,2022-07-25 13:30:00,1062.15,1063.6,1059.75,1063.35,587794
18,18,2022-07-25 13:45:00,1063.65,1064.9,1061.65,1062.3,601490
19,19,2022-07-25 14:00:00,1063.0,1067.9,1062.35,1066.4,620231
20,20,2022-07-25 14:15:00,1066.4,1066.7,1063.6,1064.3,634936
21,21,2022-07-25 14:30:00,1065.0,1065.35,1059.15,1060.85,660225
22,22,2022-07-25 14:45:00,1060.85,1062.35,1059.15,1061.95,680944
23,23,2022-07-25 15:00:00,1062.0,1062.0,1051.4,1057.85,728076
24,24,2022-07-25 15:15:00,1057.85,1058.2,1051.7,1054.9,779362
25,25,2022-07-25 15:30:00,1056.0,1056.0,1055.55,1055.55,804847
