,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,571.4,581.65,567.3,574.6,359128
1,1,2022-07-11 09:30:00,574.55,579.1,573.15,578.65,546822
2,2,2022-07-11 09:45:00,579.0,579.3,574.1,574.75,648114
3,3,2022-07-11 10:00:00,574.75,578.5,574.3,578.05,750839
4,4,2022-07-11 10:15:00,578.05,578.4,576.0,578.15,812926
5,5,2022-07-11 10:30:00,578.15,578.65,577.0,577.55,859201
6,6,2022-07-11 10:45:00,577.35,578.55,577.1,577.9,890015
7,7,2022-07-11 11:00:00,577.65,578.85,577.3,578.5,925306
8,8,2022-07-11 11:15:00,578.5,578.8,576.5,577.55,966565
9,9,2022-07-11 11:30:00,577.55,578.45,576.95,577.0,1001264
10,10,2022-07-11 11:45:00,577.0,581.9,576.35,581.25,1153394
11,11,2022-07-11 12:00:00,581.45,581.5,579.6,579.95,1226482
12,12,2022-07-11 12:15:00,579.95,580.95,579.35,580.0,1274419
13,13,2022-07-11 12:30:00,580.0,582.85,579.35,582.3,1434610
14,14,2022-07-11 12:45:00,582.35,582.35,580.0,580.1,1491699
15,15,2022-07-11 13:00:00,580.1,581.6,580.1,581.55,1523430
16,16,2022-07-11 13:15:00,581.55,582.5,581.0,581.5,1574163
17,17,2022-07-11 13:30:00,581.5,583.5,580.85,582.8,1658493
18,18,2022-07-11 13:45:00,582.8,583.75,581.15,581.15,1755835
19,19,2022-07-11 14:00:00,581.4,583.0,580.0,582.4,1806897
20,20,2022-07-11 14:15:00,582.35,583.65,581.85,583.15,1870168
21,21,2022-07-11 14:30:00,583.3,584.0,582.25,583.8,1979634
22,22,2022-07-11 14:45:00,583.8,584.0,582.0,582.9,2111503
23,23,2022-07-11 15:00:00,582.6,583.6,581.4,582.2,2283994
24,24,2022-07-11 15:15:00,582.2,582.65,580.1,580.7,2514148
25,25,2022-07-11 15:30:00,581.95,581.95,581.95,581.95,2514285
26,26,2022-07-12 09:15:00,578.05,581.1,576.0,578.1,131827
27,27,2022-07-12 09:30:00,578.1,578.7,577.5,578.0,227205
28,28,2022-07-12 09:45:00,578.45,578.6,577.05,577.65,294897
29,29,2022-07-12 10:00:00,578.25,579.9,577.0,579.45,358478
30,30,2022-07-12 10:15:00,579.45,581.0,577.8,578.25,429384
31,31,2022-07-12 10:30:00,578.25,578.25,577.0,577.9,468798
32,32,2022-07-12 10:45:00,577.9,578.2,577.5,578.1,495755
