,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,207.5,209.85,207.5,209.05,38655
1,1,2022-07-11 09:30:00,209.05,209.05,208.0,208.65,62196
2,2,2022-07-11 09:45:00,208.65,209.65,208.6,209.3,71996
3,3,2022-07-11 10:00:00,209.3,211.3,209.0,210.7,117085
4,4,2022-07-11 10:15:00,210.7,211.5,210.5,211.4,152366
5,5,2022-07-11 10:30:00,211.4,211.4,210.8,211.2,167231
6,6,2022-07-11 10:45:00,211.25,211.5,211.05,211.4,183850
7,7,2022-07-11 11:00:00,211.4,211.45,211.0,211.3,195101
8,8,2022-07-11 11:15:00,211.3,214.85,211.3,213.3,382395
9,9,2022-07-11 11:30:00,213.3,214.0,212.6,213.75,441157
10,10,2022-07-11 11:45:00,213.45,213.5,212.75,213.2,451223
11,11,2022-07-11 12:00:00,213.2,213.55,212.85,213.3,490294
12,12,2022-07-11 12:15:00,213.5,213.6,212.85,212.85,512282
13,13,2022-07-11 12:30:00,212.85,213.25,212.55,213.05,520714
14,14,2022-07-11 12:45:00,213.05,213.2,212.65,213.0,531032
15,15,2022-07-11 13:00:00,213.0,213.0,212.8,212.8,535887
16,16,2022-07-11 13:15:00,212.8,213.05,211.5,211.75,560967
17,17,2022-07-11 13:30:00,211.9,212.9,211.5,212.5,573367
18,18,2022-07-11 13:45:00,212.45,213.5,212.4,212.7,588383
19,19,2022-07-11 14:00:00,212.6,213.05,212.15,213.05,605366
20,20,2022-07-11 14:15:00,213.05,213.4,212.9,213.4,622037
21,21,2022-07-11 14:30:00,213.4,213.4,213.0,213.0,644113
22,22,2022-07-11 14:45:00,213.0,213.45,213.0,213.35,679332
23,23,2022-07-11 15:00:00,213.35,214.2,212.85,212.95,731673
24,24,2022-07-11 15:15:00,212.95,213.0,211.5,213.0,803573
25,25,2022-07-11 15:30:00,212.75,212.75,212.75,212.75,805705
26,26,2022-07-12 09:15:00,212.3,214.4,212.1,214.1,32544
27,27,2022-07-12 09:30:00,214.1,214.3,213.55,213.9,63627
28,28,2022-07-12 09:45:00,213.9,214.25,213.75,213.8,73981
29,29,2022-07-12 10:00:00,213.8,213.85,213.1,213.3,86714
30,30,2022-07-12 10:15:00,213.3,213.45,212.5,213.0,98105
31,31,2022-07-12 10:30:00,213.0,214.05,212.75,213.65,110696
32,32,2022-07-12 10:45:00,213.65,214.25,213.5,214.0,136471
