,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,885.0,885.0,880.25,881.85,1373
1,1,2022-07-11 09:30:00,882.5,885.8,880.85,884.0,2072
2,2,2022-07-11 09:45:00,884.0,885.35,881.95,885.0,2690
3,3,2022-07-11 10:00:00,885.0,889.75,883.85,888.35,3919
4,4,2022-07-11 10:15:00,888.1,890.75,887.0,889.6,4326
5,5,2022-07-11 10:30:00,889.6,890.95,888.0,889.75,5673
6,6,2022-07-11 10:45:00,889.75,892.0,889.05,891.6,6791
7,7,2022-07-11 11:00:00,891.6,893.4,890.05,892.45,8195
8,8,2022-07-11 11:15:00,892.45,893.0,892.0,892.3,8706
9,9,2022-07-11 11:30:00,892.3,892.3,890.0,890.75,24347
10,10,2022-07-11 11:45:00,890.75,891.85,890.75,891.0,24554
11,11,2022-07-11 12:00:00,891.0,891.7,891.0,891.2,24885
12,12,2022-07-11 12:15:00,891.95,894.0,891.5,891.5,25554
13,13,2022-07-11 12:30:00,891.5,894.25,891.0,893.5,26676
14,14,2022-07-11 12:45:00,893.5,900.25,893.05,900.0,29649
15,15,2022-07-11 13:00:00,900.0,916.65,899.55,911.35,45014
16,16,2022-07-11 13:15:00,911.35,912.45,904.0,910.05,50904
17,17,2022-07-11 13:30:00,910.05,930.4,909.95,926.0,66653
18,18,2022-07-11 13:45:00,926.0,928.75,923.0,927.8,71367
19,19,2022-07-11 14:00:00,927.8,939.05,927.75,934.0,85355
20,20,2022-07-11 14:15:00,934.0,934.6,928.0,928.9,90551
21,21,2022-07-11 14:30:00,928.9,943.0,928.05,940.3,95643
22,22,2022-07-11 14:45:00,940.95,971.8,937.9,967.15,132026
23,23,2022-07-11 15:00:00,966.75,973.9,950.0,950.95,181569
24,24,2022-07-11 15:15:00,951.45,964.95,945.05,951.0,201433
25,25,2022-07-11 15:30:00,959.8,959.8,959.8,959.8,201533
26,26,2022-07-12 09:15:00,948.2,963.4,940.8,948.75,8913
27,27,2022-07-12 09:30:00,950.25,953.0,947.95,947.95,14206
28,28,2022-07-12 09:45:00,947.95,950.1,945.55,946.1,16052
29,29,2022-07-12 10:00:00,946.1,954.75,946.0,952.25,19367
30,30,2022-07-12 10:15:00,952.25,953.0,947.2,949.95,22769
31,31,2022-07-12 10:30:00,949.0,950.8,948.65,949.35,24282
32,32,2022-07-12 10:45:00,949.35,952.15,949.35,951.4,25328
