,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-25 09:15:00,1473.0,1479.6,1468.35,1473.15,1104
1,1,2022-07-25 09:30:00,1473.15,1473.15,1463.25,1472.0,2975
2,2,2022-07-25 09:45:00,1472.0,1490.1,1467.55,1474.05,8168
3,3,2022-07-25 10:00:00,1474.05,1484.25,1472.55,1481.05,19383
4,4,2022-07-25 10:15:00,1481.05,1486.45,1479.25,1482.85,27290
5,5,2022-07-25 10:30:00,1482.85,1486.95,1482.8,1485.35,28977
6,6,2022-07-25 10:45:00,1485.35,1486.1,1478.9,1479.95,29746
7,7,2022-07-25 11:00:00,1479.95,1481.25,1476.7,1477.0,30372
8,8,2022-07-25 11:15:00,1477.0,1481.35,1475.95,1481.35,30710
9,9,2022-07-25 11:30:00,1481.35,1483.65,1480.05,1483.35,31073
10,10,2022-07-25 11:45:00,1483.35,1487.5,1483.35,1484.4,31448
11,11,2022-07-25 12:00:00,1484.4,1487.45,1484.4,1487.35,31618
12,12,2022-07-25 12:15:00,1485.95,1488.45,1485.35,1487.65,32201
13,13,2022-07-25 12:30:00,1487.65,1489.4,1486.2,1486.2,32799
14,14,2022-07-25 12:45:00,1486.2,1487.1,1460.2,1472.9,33877
15,15,2022-07-25 13:00:00,1472.9,1474.4,1470.85,1474.0,36392
16,16,2022-07-25 13:15:00,1474.0,1477.85,1473.6,1475.65,36809
17,17,2022-07-25 13:30:00,1475.65,1477.45,1475.0,1476.5,37257
18,18,2022-07-25 13:45:00,1475.8,1477.75,1475.0,1476.6,37662
19,19,2022-07-25 14:00:00,1475.6,1483.0,1474.9,1483.0,38254
20,20,2022-07-25 14:15:00,1483.0,1488.65,1482.1,1488.65,38907
21,21,2022-07-25 14:30:00,1488.65,1489.55,1485.95,1487.7,39599
22,22,2022-07-25 14:45:00,1487.7,1489.65,1486.85,1488.0,40270
23,23,2022-07-25 15:00:00,1489.0,1489.0,1477.15,1483.7,41396
24,24,2022-07-25 15:15:00,1483.5,1483.85,1475.2,1475.5,43374
25,25,2022-07-25 15:30:00,1480.95,1480.95,1480.95,1480.95,44971
