,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,516.95,523.0,515.0,520.25,6579
1,1,2022-07-11 09:30:00,520.0,525.0,518.3,524.3,10659
2,2,2022-07-11 09:45:00,523.9,524.9,521.5,523.1,13746
3,3,2022-07-11 10:00:00,523.1,525.0,523.0,524.95,17246
4,4,2022-07-11 10:15:00,524.75,531.0,524.65,527.2,28777
5,5,2022-07-11 10:30:00,527.2,528.0,526.0,528.0,31215
6,6,2022-07-11 10:45:00,528.0,528.85,527.5,527.75,32559
7,7,2022-07-11 11:00:00,528.3,528.3,527.05,528.05,33099
8,8,2022-07-11 11:15:00,528.15,528.3,527.0,527.9,34819
9,9,2022-07-11 11:30:00,527.0,528.85,527.0,527.5,37461
10,10,2022-07-11 11:45:00,527.5,527.5,525.05,526.0,40424
11,11,2022-07-11 12:00:00,526.0,528.0,525.75,526.55,42238
12,12,2022-07-11 12:15:00,526.55,527.15,524.9,525.4,43070
13,13,2022-07-11 12:30:00,525.4,525.9,523.55,524.25,43575
14,14,2022-07-11 12:45:00,524.35,525.3,523.65,524.7,44380
15,15,2022-07-11 13:00:00,524.7,525.25,522.45,525.0,45863
16,16,2022-07-11 13:15:00,525.0,526.0,524.0,526.0,46881
17,17,2022-07-11 13:30:00,526.0,526.0,524.35,525.65,48032
18,18,2022-07-11 13:45:00,525.65,527.15,525.35,526.6,49613
19,19,2022-07-11 14:00:00,526.6,526.6,524.05,524.65,51975
20,20,2022-07-11 14:15:00,524.65,525.2,523.75,525.0,52622
21,21,2022-07-11 14:30:00,525.0,525.2,523.35,524.85,53578
22,22,2022-07-11 14:45:00,524.85,525.2,523.55,524.4,54864
23,23,2022-07-11 15:00:00,524.4,526.6,523.55,524.55,58698
24,24,2022-07-11 15:15:00,524.55,527.0,517.35,527.0,64695
25,25,2022-07-11 15:30:00,524.1,524.1,524.1,524.1,64695
26,26,2022-07-12 09:15:00,527.0,530.75,522.5,528.2,5169
27,27,2022-07-12 09:30:00,528.2,528.9,525.1,527.5,10578
28,28,2022-07-12 09:45:00,527.5,530.0,526.65,528.85,13965
29,29,2022-07-12 10:00:00,528.85,528.9,527.25,528.5,16254
30,30,2022-07-12 10:15:00,528.5,528.5,526.05,527.75,17291
31,31,2022-07-12 10:30:00,527.75,527.75,526.05,527.0,18928
32,32,2022-07-12 10:45:00,527.0,527.5,526.05,526.4,20670
