,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,1742.9,1744.3,1735.4,1739.55,111929
1,1,2022-07-11 09:30:00,1739.1,1739.85,1732.55,1736.75,406967
2,2,2022-07-11 09:45:00,1736.75,1739.25,1732.8,1733.55,449650
3,3,2022-07-11 10:00:00,1734.3,1740.4,1732.5,1739.9,493009
4,4,2022-07-11 10:15:00,1740.0,1742.4,1738.0,1742.4,617017
5,5,2022-07-11 10:30:00,1742.4,1742.4,1738.05,1740.0,629361
6,6,2022-07-11 10:45:00,1739.8,1742.85,1738.05,1741.85,645325
7,7,2022-07-11 11:00:00,1742.4,1742.85,1740.15,1742.0,656530
8,8,2022-07-11 11:15:00,1742.0,1742.0,1735.1,1735.55,678710
9,9,2022-07-11 11:30:00,1735.55,1736.5,1732.5,1734.05,697542
10,10,2022-07-11 11:45:00,1734.05,1735.65,1733.05,1734.4,711604
11,11,2022-07-11 12:00:00,1735.2,1737.3,1734.6,1735.55,748389
12,12,2022-07-11 12:15:00,1735.45,1735.9,1730.05,1730.95,797693
13,13,2022-07-11 12:30:00,1731.25,1735.4,1728.45,1733.1,836977
14,14,2022-07-11 12:45:00,1733.25,1733.65,1730.35,1730.55,864337
15,15,2022-07-11 13:00:00,1730.5,1733.75,1729.15,1731.6,881372
16,16,2022-07-11 13:15:00,1732.4,1734.25,1728.2,1729.0,905392
17,17,2022-07-11 13:30:00,1729.45,1733.9,1728.4,1733.0,918955
18,18,2022-07-11 13:45:00,1733.0,1733.6,1730.1,1730.9,943416
19,19,2022-07-11 14:00:00,1730.25,1739.45,1730.25,1739.45,980733
20,20,2022-07-11 14:15:00,1739.45,1747.0,1739.0,1743.55,1081605
21,21,2022-07-11 14:30:00,1743.75,1746.9,1742.0,1744.85,1131076
22,22,2022-07-11 14:45:00,1744.35,1745.9,1741.25,1742.95,1171655
23,23,2022-07-11 15:00:00,1742.9,1744.95,1738.15,1738.2,1451805
24,24,2022-07-11 15:15:00,1738.2,1739.0,1733.45,1737.0,1533162
25,25,2022-07-11 15:30:00,1741.25,1741.25,1741.25,1741.25,1533178
26,26,2022-07-12 09:15:00,1726.0,1738.4,1725.35,1734.5,109723
27,27,2022-07-12 09:30:00,1734.5,1738.0,1732.9,1732.9,174891
28,28,2022-07-12 09:45:00,1733.6,1736.4,1732.75,1733.65,302544
29,29,2022-07-12 10:00:00,1733.65,1736.5,1732.1,1732.1,433760
30,30,2022-07-12 10:15:00,1732.1,1735.95,1731.3,1733.0,491062
31,31,2022-07-12 10:30:00,1733.0,1734.95,1731.8,1732.6,524150
32,32,2022-07-12 10:45:00,1732.6,1733.8,1732.1,1733.0,538994
