,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,1710.0,1724.0,1707.15,1716.2,23974
1,1,2022-07-11 09:30:00,1715.25,1718.05,1703.2,1709.0,43853
2,2,2022-07-11 09:45:00,1709.0,1710.5,1708.05,1710.0,52411
3,3,2022-07-11 10:00:00,1710.0,1722.85,1708.4,1722.0,78470
4,4,2022-07-11 10:15:00,1722.0,1732.0,1719.4,1729.25,103038
5,5,2022-07-11 10:30:00,1729.25,1735.0,1729.1,1733.3,123367
6,6,2022-07-11 10:45:00,1733.3,1749.95,1732.75,1743.7,196128
7,7,2022-07-11 11:00:00,1743.7,1745.95,1742.0,1744.9,208789
8,8,2022-07-11 11:15:00,1743.6,1746.0,1736.0,1736.6,221064
9,9,2022-07-11 11:30:00,1736.6,1739.6,1730.05,1733.35,231436
10,10,2022-07-11 11:45:00,1732.2,1734.75,1730.0,1733.9,240008
11,11,2022-07-11 12:00:00,1733.9,1741.75,1733.8,1738.2,245941
12,12,2022-07-11 12:15:00,1738.2,1739.95,1736.05,1736.1,248285
13,13,2022-07-11 12:30:00,1736.1,1737.0,1733.0,1736.25,250546
14,14,2022-07-11 12:45:00,1736.25,1738.8,1736.25,1737.15,251968
15,15,2022-07-11 13:00:00,1737.15,1742.2,1737.1,1740.25,256562
16,16,2022-07-11 13:15:00,1740.25,1745.0,1739.05,1744.0,261495
17,17,2022-07-11 13:30:00,1744.0,1750.0,1743.15,1749.55,276056
18,18,2022-07-11 13:45:00,1748.85,1749.55,1745.15,1746.0,282171
19,19,2022-07-11 14:00:00,1746.0,1760.0,1744.4,1758.3,337175
20,20,2022-07-11 14:15:00,1758.3,1765.0,1758.0,1760.6,377826
21,21,2022-07-11 14:30:00,1760.6,1767.0,1757.05,1759.95,400293
22,22,2022-07-11 14:45:00,1759.95,1766.4,1756.4,1762.95,419807
23,23,2022-07-11 15:00:00,1762.0,1766.7,1760.0,1764.25,450020
24,24,2022-07-11 15:15:00,1764.2,1765.0,1754.05,1756.0,490346
25,25,2022-07-11 15:30:00,1761.7,1761.7,1761.7,1761.7,490545
26,26,2022-07-12 09:15:00,1748.95,1748.95,1708.55,1716.25,58414
27,27,2022-07-12 09:30:00,1716.25,1726.95,1712.0,1726.0,122375
28,28,2022-07-12 09:45:00,1726.0,1729.8,1721.7,1723.7,153033
29,29,2022-07-12 10:00:00,1723.65,1729.0,1722.0,1728.8,169372
30,30,2022-07-12 10:15:00,1728.8,1733.0,1726.3,1732.75,181622
31,31,2022-07-12 10:30:00,1732.75,1734.4,1725.6,1727.0,196204
32,32,2022-07-12 10:45:00,1727.0,1727.95,1725.0,1726.05,205950
