,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,642.1,644.45,637.7,638.0,12061
1,1,2022-07-11 09:30:00,638.15,638.75,635.4,635.4,17011
2,2,2022-07-11 09:45:00,635.0,635.95,629.8,632.95,31012
3,3,2022-07-11 10:00:00,632.95,634.55,632.4,634.55,32271
4,4,2022-07-11 10:15:00,634.55,635.0,633.35,635.0,69558
5,5,2022-07-11 10:30:00,635.0,636.6,633.8,635.0,133486
6,6,2022-07-11 10:45:00,635.0,636.2,635.0,636.0,135787
7,7,2022-07-11 11:00:00,636.1,636.55,635.0,636.45,137324
8,8,2022-07-11 11:15:00,636.45,637.0,636.0,637.0,137889
9,9,2022-07-11 11:30:00,637.0,640.0,636.0,638.1,146398
10,10,2022-07-11 11:45:00,638.1,638.45,635.25,635.4,150634
11,11,2022-07-11 12:00:00,635.9,637.6,634.0,636.15,162007
12,12,2022-07-11 12:15:00,636.15,637.25,636.0,636.6,164089
13,13,2022-07-11 12:30:00,636.6,637.05,635.35,635.6,165912
14,14,2022-07-11 12:45:00,635.6,637.4,635.6,637.05,166253
15,15,2022-07-11 13:00:00,637.05,638.0,636.0,637.05,214365
16,16,2022-07-11 13:15:00,637.0,637.5,637.0,637.3,215359
17,17,2022-07-11 13:30:00,637.3,637.5,635.75,636.05,220509
18,18,2022-07-11 13:45:00,636.05,636.05,635.0,635.0,222416
19,19,2022-07-11 14:00:00,635.0,636.8,635.0,635.2,226971
20,20,2022-07-11 14:15:00,635.2,636.45,634.0,634.65,289595
21,21,2022-07-11 14:30:00,634.05,635.0,633.25,634.95,292119
22,22,2022-07-11 14:45:00,634.75,635.4,634.4,635.0,306989
23,23,2022-07-11 15:00:00,634.95,635.0,634.45,634.5,310532
24,24,2022-07-11 15:15:00,634.5,635.55,633.5,634.65,369098
25,25,2022-07-11 15:30:00,634.9,634.9,634.9,634.9,369101
26,26,2022-07-12 09:15:00,637.0,639.9,633.65,636.05,6016
27,27,2022-07-12 09:30:00,636.05,636.9,635.2,635.45,9405
28,28,2022-07-12 09:45:00,635.45,636.85,635.1,635.65,10940
29,29,2022-07-12 10:00:00,635.65,636.1,634.55,634.95,12422
30,30,2022-07-12 10:15:00,635.05,636.05,634.85,635.7,13973
31,31,2022-07-12 10:30:00,635.7,637.0,635.55,636.4,14943
32,32,2022-07-12 10:45:00,636.4,636.5,635.1,635.1,16605
