,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,3336.65,3343.4,3243.0,3252.9,46957
1,1,2022-07-11 09:30:00,3252.9,3287.65,3230.15,3282.0,84360
2,2,2022-07-11 09:45:00,3282.0,3286.25,3260.7,3270.15,95688
3,3,2022-07-11 10:00:00,3270.15,3288.65,3263.1,3282.0,101500
4,4,2022-07-11 10:15:00,3282.0,3304.0,3273.0,3301.25,110017
5,5,2022-07-11 10:30:00,3303.0,3312.25,3292.95,3309.95,123428
6,6,2022-07-11 10:45:00,3309.95,3326.95,3290.0,3315.0,135151
7,7,2022-07-11 11:00:00,3314.0,3329.0,3310.1,3327.0,144631
8,8,2022-07-11 11:15:00,3327.0,3327.95,3309.45,3311.8,147662
9,9,2022-07-11 11:30:00,3311.8,3312.55,3288.1,3293.1,159860
10,10,2022-07-11 11:45:00,3293.1,3298.0,3280.05,3290.5,165568
11,11,2022-07-11 12:00:00,3290.85,3296.05,3286.0,3290.05,168770
12,12,2022-07-11 12:15:00,3290.05,3292.1,3284.95,3284.95,171223
13,13,2022-07-11 12:30:00,3284.95,3285.0,3280.0,3284.9,173494
14,14,2022-07-11 12:45:00,3284.9,3295.6,3282.7,3292.3,175732
15,15,2022-07-11 13:00:00,3292.3,3306.45,3292.1,3306.45,179229
16,16,2022-07-11 13:15:00,3306.45,3306.6,3290.0,3301.0,181518
17,17,2022-07-11 13:30:00,3301.0,3313.85,3297.5,3311.4,185068
18,18,2022-07-11 13:45:00,3311.4,3311.4,3296.3,3296.3,188626
19,19,2022-07-11 14:00:00,3290.0,3309.0,3280.0,3293.1,204196
20,20,2022-07-11 14:15:00,3293.1,3293.65,3284.0,3289.8,207965
21,21,2022-07-11 14:30:00,3289.8,3292.75,3282.35,3289.0,212713
22,22,2022-07-11 14:45:00,3288.95,3289.0,3275.1,3280.1,220169
23,23,2022-07-11 15:00:00,3280.1,3294.85,3280.1,3290.4,230499
24,24,2022-07-11 15:15:00,3290.4,3290.4,3271.2,3275.1,247103
25,25,2022-07-11 15:30:00,3284.15,3284.15,3284.15,3284.15,247186
26,26,2022-07-12 09:15:00,3250.0,3364.75,3241.0,3353.15,20332
27,27,2022-07-12 09:30:00,3355.85,3363.35,3338.05,3351.9,53173
28,28,2022-07-12 09:45:00,3351.0,3357.0,3336.35,3343.35,70617
29,29,2022-07-12 10:00:00,3343.35,3343.95,3330.0,3335.05,81739
30,30,2022-07-12 10:15:00,3335.05,3347.0,3324.0,3340.25,89371
31,31,2022-07-12 10:30:00,3338.0,3343.25,3333.0,3337.0,96215
32,32,2022-07-12 10:45:00,3337.0,3338.0,3334.3,3338.0,99126
