,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,407.55,411.5,407.5,411.1,14698
1,1,2022-07-11 09:30:00,411.1,412.0,410.0,411.65,26564
2,2,2022-07-11 09:45:00,411.65,413.8,411.5,412.8,32194
3,3,2022-07-11 10:00:00,412.8,414.65,412.5,413.9,36742
4,4,2022-07-11 10:15:00,413.9,420.95,413.1,419.5,131546
5,5,2022-07-11 10:30:00,419.2,419.5,416.15,417.85,165837
6,6,2022-07-11 10:45:00,417.85,418.4,417.05,417.2,182314
7,7,2022-07-11 11:00:00,417.2,417.7,415.45,416.5,195499
8,8,2022-07-11 11:15:00,416.5,417.8,416.0,417.6,202025
9,9,2022-07-11 11:30:00,417.6,417.7,415.55,416.25,212536
10,10,2022-07-11 11:45:00,416.25,416.85,416.05,416.05,215847
11,11,2022-07-11 12:00:00,416.05,417.5,416.05,416.5,219296
12,12,2022-07-11 12:15:00,416.5,416.75,414.1,415.0,227388
13,13,2022-07-11 12:30:00,415.2,415.2,413.7,414.75,232959
14,14,2022-07-11 12:45:00,414.75,415.05,414.4,414.7,234287
15,15,2022-07-11 13:00:00,414.7,416.85,414.7,415.7,238461
16,16,2022-07-11 13:15:00,415.7,416.0,415.0,415.0,240674
17,17,2022-07-11 13:30:00,415.3,416.45,414.55,415.7,246137
18,18,2022-07-11 13:45:00,415.7,417.0,415.05,416.0,252379
19,19,2022-07-11 14:00:00,416.0,416.1,414.15,414.55,266936
20,20,2022-07-11 14:15:00,414.55,416.45,413.5,415.0,276657
21,21,2022-07-11 14:30:00,414.85,416.3,414.35,414.5,283901
22,22,2022-07-11 14:45:00,414.5,415.45,414.35,414.35,288601
23,23,2022-07-11 15:00:00,414.35,415.75,414.05,414.3,304452
24,24,2022-07-11 15:15:00,414.6,414.9,410.1,413.6,339410
25,25,2022-07-11 15:30:00,413.5,413.5,413.5,413.5,339428
26,26,2022-07-12 09:15:00,412.95,413.2,409.4,411.25,8740
27,27,2022-07-12 09:30:00,411.25,412.35,410.05,410.9,19925
28,28,2022-07-12 09:45:00,411.0,411.95,410.9,411.35,30015
29,29,2022-07-12 10:00:00,411.35,411.95,411.35,411.7,35033
30,30,2022-07-12 10:15:00,411.7,412.5,410.45,410.55,39330
31,31,2022-07-12 10:30:00,410.55,411.55,410.25,410.5,45642
32,32,2022-07-12 10:45:00,410.5,410.95,410.3,410.9,48846
