,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,570.0,570.0,560.75,562.4,1889
1,1,2022-07-11 09:30:00,561.65,566.6,557.35,566.55,3340
2,2,2022-07-11 09:45:00,566.55,566.65,562.85,563.0,3937
3,3,2022-07-11 10:00:00,563.0,565.2,560.85,565.2,5465
4,4,2022-07-11 10:15:00,565.2,566.3,565.2,566.0,6592
5,5,2022-07-11 10:30:00,566.0,566.0,564.6,565.0,6771
6,6,2022-07-11 10:45:00,565.0,565.5,563.45,564.75,7889
7,7,2022-07-11 11:00:00,564.8,565.5,563.45,565.5,8820
8,8,2022-07-11 11:15:00,565.5,565.5,564.1,565.0,9374
9,9,2022-07-11 11:30:00,565.0,565.45,562.85,564.0,11014
10,10,2022-07-11 11:45:00,564.0,566.0,563.0,565.1,11764
11,11,2022-07-11 12:00:00,565.1,566.0,564.65,564.95,12451
12,12,2022-07-11 12:15:00,564.95,565.25,564.95,565.25,12724
13,13,2022-07-11 12:30:00,565.8,566.0,565.5,566.0,13026
14,14,2022-07-11 12:45:00,566.0,566.0,564.0,565.8,13218
15,15,2022-07-11 13:00:00,565.8,565.9,565.75,565.8,13280
16,16,2022-07-11 13:15:00,565.8,565.9,564.95,565.0,13457
17,17,2022-07-11 13:30:00,565.0,569.35,564.95,569.0,14502
18,18,2022-07-11 13:45:00,569.0,572.35,568.0,571.05,16768
19,19,2022-07-11 14:00:00,571.0,577.0,570.65,576.25,20147
20,20,2022-07-11 14:15:00,576.25,576.25,573.5,575.0,20807
21,21,2022-07-11 14:30:00,576.35,576.5,574.1,575.1,21523
22,22,2022-07-11 14:45:00,575.1,575.1,566.1,566.9,23490
23,23,2022-07-11 15:00:00,567.2,575.05,565.3,569.3,27430
24,24,2022-07-11 15:15:00,569.3,578.1,569.1,578.1,32625
25,25,2022-07-11 15:30:00,578.1,578.1,572.1,572.1,32625
26,26,2022-07-12 09:15:00,570.0,573.1,567.65,571.4,281
27,27,2022-07-12 09:30:00,571.45,572.45,571.2,571.8,703
28,28,2022-07-12 09:45:00,571.8,572.25,571.4,571.4,1157
29,29,2022-07-12 10:00:00,571.4,571.4,570.1,571.1,1561
30,30,2022-07-12 10:15:00,570.8,571.6,570.05,571.0,1668
31,31,2022-07-12 10:30:00,571.0,571.1,570.1,570.6,2000
32,32,2022-07-12 10:45:00,570.6,570.65,568.35,569.95,4409
