,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,1574.95,1574.95,1559.0,1560.0,745
1,1,2022-07-11 09:30:00,1560.0,1565.45,1547.0,1555.65,2198
2,2,2022-07-11 09:45:00,1555.65,1559.0,1551.8,1555.5,4906
3,3,2022-07-11 10:00:00,1555.5,1581.45,1555.5,1580.0,8439
4,4,2022-07-11 10:15:00,1580.0,1585.9,1576.6,1585.9,10297
5,5,2022-07-11 10:30:00,1585.9,1620.9,1585.9,1605.45,15469
6,6,2022-07-11 10:45:00,1605.45,1621.0,1602.1,1621.0,16865
7,7,2022-07-11 11:00:00,1621.0,1638.1,1619.5,1633.0,23051
8,8,2022-07-11 11:15:00,1633.0,1633.0,1614.55,1618.45,25827
9,9,2022-07-11 11:30:00,1618.45,1618.45,1597.55,1601.35,28056
10,10,2022-07-11 11:45:00,1601.35,1601.35,1596.05,1597.0,28470
11,11,2022-07-11 12:00:00,1597.0,1600.0,1593.75,1595.4,29111
12,12,2022-07-11 12:15:00,1595.4,1595.4,1588.05,1589.65,29605
13,13,2022-07-11 12:30:00,1589.65,1593.0,1583.65,1584.95,30397
14,14,2022-07-11 12:45:00,1584.95,1600.75,1583.75,1596.9,31418
15,15,2022-07-11 13:00:00,1596.9,1596.9,1593.1,1596.7,31550
16,16,2022-07-11 13:15:00,1596.7,1596.7,1590.8,1592.15,31824
17,17,2022-07-11 13:30:00,1592.15,1595.45,1590.6,1592.75,31976
18,18,2022-07-11 13:45:00,1592.75,1593.7,1589.95,1593.7,32542
19,19,2022-07-11 14:00:00,1593.7,1596.0,1591.35,1596.0,32953
20,20,2022-07-11 14:15:00,1596.0,1596.0,1591.35,1591.5,33238
21,21,2022-07-11 14:30:00,1591.5,1594.0,1591.5,1592.0,33366
22,22,2022-07-11 14:45:00,1592.0,1592.95,1591.4,1592.1,33624
23,23,2022-07-11 15:00:00,1592.1,1595.8,1590.0,1591.05,34633
24,24,2022-07-11 15:15:00,1591.05,1605.0,1588.95,1590.0,37986
25,25,2022-07-11 15:30:00,1592.7,1592.7,1592.7,1592.7,37986
26,26,2022-07-12 09:15:00,1596.5,1596.5,1560.1,1566.4,2124
27,27,2022-07-12 09:30:00,1566.4,1575.8,1565.0,1575.75,4156
28,28,2022-07-12 09:45:00,1575.75,1583.75,1575.75,1581.4,5762
29,29,2022-07-12 10:00:00,1581.4,1583.95,1580.0,1583.9,6513
30,30,2022-07-12 10:15:00,1583.9,1583.9,1575.55,1575.55,7464
31,31,2022-07-12 10:30:00,1575.55,1582.45,1575.5,1580.0,8283
32,32,2022-07-12 10:45:00,1580.0,1582.75,1578.7,1580.05,9118
