,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,1208.65,1214.95,1197.0,1211.95,81527
1,1,2022-07-11 09:30:00,1211.95,1218.35,1207.0,1216.5,144732
2,2,2022-07-11 09:45:00,1217.15,1222.4,1206.8,1210.0,285776
3,3,2022-07-11 10:00:00,1210.0,1215.85,1206.4,1214.7,331981
4,4,2022-07-11 10:15:00,1215.2,1222.0,1209.0,1209.05,430338
5,5,2022-07-11 10:30:00,1209.05,1212.5,1208.0,1208.05,461846
6,6,2022-07-11 10:45:00,1208.05,1210.75,1202.1,1203.95,492469
7,7,2022-07-11 11:00:00,1203.95,1206.0,1202.0,1202.4,508243
8,8,2022-07-11 11:15:00,1202.4,1204.25,1200.1,1201.45,532449
9,9,2022-07-11 11:30:00,1202.05,1203.6,1200.0,1201.0,542481
10,10,2022-07-11 11:45:00,1201.5,1204.0,1200.55,1204.0,549792
11,11,2022-07-11 12:00:00,1204.0,1209.4,1203.45,1205.8,565871
12,12,2022-07-11 12:15:00,1205.8,1207.0,1204.0,1205.0,571377
13,13,2022-07-11 12:30:00,1205.0,1209.4,1205.0,1209.4,579913
14,14,2022-07-11 12:45:00,1209.4,1211.0,1208.3,1209.0,592918
15,15,2022-07-11 13:00:00,1209.0,1217.0,1208.5,1215.0,624831
16,16,2022-07-11 13:15:00,1215.8,1217.0,1210.35,1212.85,642341
17,17,2022-07-11 13:30:00,1212.85,1215.0,1212.65,1214.0,655320
18,18,2022-07-11 13:45:00,1214.0,1214.75,1210.5,1212.5,668291
19,19,2022-07-11 14:00:00,1212.5,1212.5,1206.0,1209.3,693695
20,20,2022-07-11 14:15:00,1209.3,1212.15,1201.1,1203.2,718503
21,21,2022-07-11 14:30:00,1203.2,1211.7,1203.2,1211.7,734451
22,22,2022-07-11 14:45:00,1211.7,1211.8,1204.1,1205.85,757770
23,23,2022-07-11 15:00:00,1205.85,1209.55,1205.75,1207.85,805301
24,24,2022-07-11 15:15:00,1208.0,1209.7,1201.25,1201.25,877233
25,25,2022-07-11 15:30:00,1207.4,1207.4,1207.4,1207.4,877238
26,26,2022-07-12 09:15:00,1203.9,1203.9,1184.05,1190.65,30472
27,27,2022-07-12 09:30:00,1189.7,1196.3,1189.7,1194.15,56541
28,28,2022-07-12 09:45:00,1194.15,1195.2,1190.7,1193.0,82672
29,29,2022-07-12 10:00:00,1193.0,1197.8,1190.2,1192.65,124605
30,30,2022-07-12 10:15:00,1192.65,1194.85,1191.1,1192.4,152244
31,31,2022-07-12 10:30:00,1192.4,1194.9,1188.1,1191.85,175943
32,32,2022-07-12 10:45:00,1191.1,1192.4,1190.65,1191.75,190336
