,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,2540.0,2541.95,2520.0,2528.0,3981
1,1,2022-07-11 09:30:00,2528.05,2540.0,2528.0,2538.65,7143
2,2,2022-07-11 09:45:00,2538.65,2540.0,2537.5,2540.0,8523
3,3,2022-07-11 10:00:00,2540.0,2541.0,2536.55,2539.45,12051
4,4,2022-07-11 10:15:00,2539.25,2540.8,2535.85,2540.0,12939
5,5,2022-07-11 10:30:00,2540.0,2541.9,2533.95,2533.95,13973
6,6,2022-07-11 10:45:00,2533.95,2540.3,2533.95,2540.0,15668
7,7,2022-07-11 11:00:00,2540.0,2540.05,2539.0,2540.0,16935
8,8,2022-07-11 11:15:00,2540.0,2540.0,2531.2,2533.55,17881
9,9,2022-07-11 11:30:00,2533.55,2540.0,2533.0,2539.9,18068
10,10,2022-07-11 11:45:00,2537.3,2539.8,2536.35,2539.25,18464
11,11,2022-07-11 12:00:00,2539.25,2539.3,2530.0,2533.0,34591
12,12,2022-07-11 12:15:00,2532.0,2533.2,2527.0,2529.95,35354
13,13,2022-07-11 12:30:00,2529.95,2538.95,2525.1,2530.35,36796
14,14,2022-07-11 12:45:00,2534.2,2534.7,2524.55,2530.55,37227
15,15,2022-07-11 13:00:00,2530.55,2535.0,2529.65,2533.0,38277
16,16,2022-07-11 13:15:00,2533.0,2545.0,2531.55,2545.0,39372
17,17,2022-07-11 13:30:00,2545.0,2549.9,2543.5,2549.0,40380
18,18,2022-07-11 13:45:00,2549.0,2549.9,2541.45,2546.6,41042
19,19,2022-07-11 14:00:00,2546.65,2567.5,2546.65,2559.5,47158
20,20,2022-07-11 14:15:00,2556.3,2559.0,2551.35,2556.8,47693
21,21,2022-07-11 14:30:00,2555.15,2560.05,2550.0,2554.4,48706
22,22,2022-07-11 14:45:00,2554.4,2564.9,2549.5,2555.0,50418
23,23,2022-07-11 15:00:00,2555.0,2570.0,2550.0,2557.05,54414
24,24,2022-07-11 15:15:00,2559.35,2565.0,2535.75,2548.9,58811
25,25,2022-07-11 15:30:00,2545.95,2556.75,2545.95,2556.75,58830
26,26,2022-07-12 09:15:00,2555.0,2615.3,2539.8,2596.25,9785
27,27,2022-07-12 09:30:00,2599.0,2599.95,2575.0,2588.0,18505
28,28,2022-07-12 09:45:00,2585.65,2598.95,2583.5,2591.85,22897
29,29,2022-07-12 10:00:00,2592.5,2599.0,2587.95,2593.15,26257
30,30,2022-07-12 10:15:00,2593.15,2598.8,2590.0,2592.6,27461
31,31,2022-07-12 10:30:00,2592.6,2597.6,2590.2,2593.8,28507
32,32,2022-07-12 10:45:00,2595.25,2597.0,2591.25,2592.7,29113
