,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,62.95,63.0,62.55,62.85,31007
1,1,2022-07-11 09:30:00,62.85,62.9,62.7,62.9,40711
2,2,2022-07-11 09:45:00,62.75,63.0,62.75,63.0,69646
3,3,2022-07-11 10:00:00,63.0,63.35,62.9,63.2,109422
4,4,2022-07-11 10:15:00,63.2,63.5,63.1,63.4,134388
5,5,2022-07-11 10:30:00,63.4,64.25,63.3,63.95,358567
6,6,2022-07-11 10:45:00,63.95,64.1,63.6,63.85,392200
7,7,2022-07-11 11:00:00,63.85,63.9,63.65,63.8,421658
8,8,2022-07-11 11:15:00,63.8,63.85,63.2,63.4,450065
9,9,2022-07-11 11:30:00,63.4,63.5,63.3,63.45,470474
10,10,2022-07-11 11:45:00,63.45,63.7,63.3,63.4,490091
11,11,2022-07-11 12:00:00,63.4,63.5,63.25,63.45,530787
12,12,2022-07-11 12:15:00,63.45,63.65,63.35,63.45,666928
13,13,2022-07-11 12:30:00,63.45,63.6,63.3,63.5,740504
14,14,2022-07-11 12:45:00,63.5,63.6,63.5,63.5,745245
15,15,2022-07-11 13:00:00,63.5,64.0,63.5,63.8,820514
16,16,2022-07-11 13:15:00,63.9,63.9,63.6,63.6,839132
17,17,2022-07-11 13:30:00,63.6,63.65,63.45,63.55,856844
18,18,2022-07-11 13:45:00,63.55,63.6,63.45,63.5,883228
19,19,2022-07-11 14:00:00,63.5,63.55,63.45,63.55,890449
20,20,2022-07-11 14:15:00,63.55,63.6,63.45,63.6,915185
21,21,2022-07-11 14:30:00,63.6,64.05,63.5,63.85,1011310
22,22,2022-07-11 14:45:00,63.75,63.95,63.65,63.75,1055840
23,23,2022-07-11 15:00:00,63.8,64.1,63.65,64.1,1188802
24,24,2022-07-11 15:15:00,64.05,64.1,63.25,63.3,1256563
25,25,2022-07-11 15:30:00,63.3,63.75,63.3,63.75,1256568
26,26,2022-07-12 09:15:00,64.0,65.25,63.8,64.65,148123
27,27,2022-07-12 09:30:00,64.75,64.85,64.5,64.55,283813
28,28,2022-07-12 09:45:00,64.5,64.7,64.4,64.4,333616
29,29,2022-07-12 10:00:00,64.4,64.5,64.2,64.35,369774
30,30,2022-07-12 10:15:00,64.35,64.5,64.2,64.4,401985
31,31,2022-07-12 10:30:00,64.4,64.45,64.25,64.3,457822
32,32,2022-07-12 10:45:00,64.3,64.5,64.3,64.35,475043
