,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,1206.1,1219.9,1205.0,1205.0,694
1,1,2022-07-11 09:30:00,1205.0,1205.0,1201.9,1205.0,907
2,2,2022-07-11 09:45:00,1205.0,1205.7,1203.5,1205.7,1091
3,3,2022-07-11 10:00:00,1205.7,1209.7,1204.55,1207.5,1456
4,4,2022-07-11 10:15:00,1207.4,1209.8,1206.0,1208.3,1733
5,5,2022-07-11 10:30:00,1208.3,1213.0,1208.3,1209.6,2101
6,6,2022-07-11 10:45:00,1209.6,1211.95,1209.2,1209.9,2155
7,7,2022-07-11 11:00:00,1209.9,1211.05,1208.5,1208.8,2307
8,8,2022-07-11 11:15:00,1208.8,1209.9,1208.8,1208.8,2335
9,9,2022-07-11 11:30:00,1208.8,1209.2,1208.5,1208.5,2390
10,10,2022-07-11 11:45:00,1208.5,1209.95,1208.0,1208.0,2538
11,11,2022-07-11 12:00:00,1208.0,1208.0,1205.1,1205.15,2625
12,12,2022-07-11 12:15:00,1205.15,1205.15,1192.5,1192.7,3569
13,13,2022-07-11 12:30:00,1192.7,1199.2,1192.7,1197.65,3695
14,14,2022-07-11 12:45:00,1197.5,1197.6,1195.0,1196.85,3803
15,15,2022-07-11 13:00:00,1196.8,1199.8,1194.25,1195.55,4143
16,16,2022-07-11 13:15:00,1195.55,1198.85,1195.55,1198.8,4483
17,17,2022-07-11 13:30:00,1198.8,1198.8,1197.0,1197.5,4534
18,18,2022-07-11 13:45:00,1197.5,1198.65,1197.5,1198.6,4638
19,19,2022-07-11 14:00:00,1198.6,1200.0,1194.8,1194.8,5511
20,20,2022-07-11 14:15:00,1194.8,1206.7,1194.0,1199.75,5824
21,21,2022-07-11 14:30:00,1199.75,1202.7,1196.15,1196.15,6179
22,22,2022-07-11 14:45:00,1196.15,1198.8,1196.0,1197.75,6680
23,23,2022-07-11 15:00:00,1197.75,1200.0,1196.15,1198.3,6947
24,24,2022-07-11 15:15:00,1198.3,1204.75,1196.0,1198.95,7768
25,25,2022-07-11 15:30:00,1197.65,1197.65,1197.65,1197.65,7768
26,26,2022-07-12 09:15:00,1200.0,1205.4,1193.6,1204.6,493
27,27,2022-07-12 09:30:00,1204.6,1205.0,1203.15,1204.25,651
28,28,2022-07-12 09:45:00,1204.4,1204.4,1200.2,1203.3,915
29,29,2022-07-12 10:00:00,1203.3,1203.3,1202.05,1202.05,1093
30,30,2022-07-12 10:15:00,1202.05,1202.05,1199.45,1200.75,1212
31,31,2022-07-12 10:30:00,1201.85,1201.85,1199.45,1199.45,1361
32,32,2022-07-12 10:45:00,1199.45,1200.6,1199.45,1199.75,1429
