,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,1556.0,1565.95,1550.85,1559.55,11939
1,1,2022-07-11 09:30:00,1561.0,1565.35,1550.65,1561.9,50283
2,2,2022-07-11 09:45:00,1561.9,1562.35,1557.95,1559.15,52893
3,3,2022-07-11 10:00:00,1559.15,1559.2,1554.0,1554.0,55654
4,4,2022-07-11 10:15:00,1554.0,1562.35,1554.0,1561.25,60909
5,5,2022-07-11 10:30:00,1561.25,1561.25,1557.0,1559.25,62431
6,6,2022-07-11 10:45:00,1559.25,1559.25,1553.0,1553.85,65304
7,7,2022-07-11 11:00:00,1553.85,1562.0,1551.6,1559.7,70819
8,8,2022-07-11 11:15:00,1559.7,1560.8,1558.55,1558.95,72459
9,9,2022-07-11 11:30:00,1558.95,1559.9,1555.8,1555.8,73286
10,10,2022-07-11 11:45:00,1555.8,1558.4,1555.05,1556.65,74626
11,11,2022-07-11 12:00:00,1556.65,1559.1,1556.0,1557.5,75966
12,12,2022-07-11 12:15:00,1557.5,1558.3,1556.3,1557.0,76997
13,13,2022-07-11 12:30:00,1557.25,1557.8,1556.0,1557.0,77857
14,14,2022-07-11 12:45:00,1557.0,1557.75,1556.0,1557.45,78639
15,15,2022-07-11 13:00:00,1557.45,1557.55,1555.0,1556.1,80477
16,16,2022-07-11 13:15:00,1556.1,1563.95,1556.1,1560.9,84885
17,17,2022-07-11 13:30:00,1560.9,1568.6,1560.9,1565.35,89795
18,18,2022-07-11 13:45:00,1565.35,1565.35,1562.35,1562.4,91563
19,19,2022-07-11 14:00:00,1562.35,1567.85,1562.35,1565.0,95506
20,20,2022-07-11 14:15:00,1565.0,1565.0,1564.0,1564.2,97760
21,21,2022-07-11 14:30:00,1564.2,1600.1,1564.2,1592.1,346555
22,22,2022-07-11 14:45:00,1592.45,1592.45,1578.2,1578.85,404523
23,23,2022-07-11 15:00:00,1578.85,1583.4,1577.0,1577.5,421985
24,24,2022-07-11 15:15:00,1578.5,1586.55,1576.75,1580.0,460065
25,25,2022-07-11 15:30:00,1581.2,1581.2,1581.2,1581.2,460372
26,26,2022-07-12 09:15:00,1574.95,1583.6,1572.3,1576.95,13651
27,27,2022-07-12 09:30:00,1577.5,1579.9,1574.0,1579.4,29675
28,28,2022-07-12 09:45:00,1579.4,1580.5,1576.0,1580.1,35421
29,29,2022-07-12 10:00:00,1580.1,1582.0,1576.15,1579.6,40399
30,30,2022-07-12 10:15:00,1579.6,1581.85,1577.35,1581.6,44555
31,31,2022-07-12 10:30:00,1581.6,1581.75,1578.3,1580.75,46860
32,32,2022-07-12 10:45:00,1580.75,1580.75,1577.05,1578.65,49986
