,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,616.75,626.65,616.75,619.8,208057
1,1,2022-07-11 09:30:00,619.8,624.8,618.75,623.85,293105
2,2,2022-07-11 09:45:00,624.1,625.8,623.0,623.95,351980
3,3,2022-07-11 10:00:00,623.55,628.85,623.55,626.3,462181
4,4,2022-07-11 10:15:00,626.3,630.6,626.3,629.45,576224
5,5,2022-07-11 10:30:00,629.45,630.0,627.0,627.35,643859
6,6,2022-07-11 10:45:00,627.35,628.4,625.65,625.85,686900
7,7,2022-07-11 11:00:00,625.85,626.5,623.25,626.2,745890
8,8,2022-07-11 11:15:00,626.2,628.15,625.1,625.5,788008
9,9,2022-07-11 11:30:00,625.5,627.2,624.0,624.35,805180
10,10,2022-07-11 11:45:00,624.35,624.45,622.15,624.0,856791
11,11,2022-07-11 12:00:00,624.0,626.25,623.95,625.75,884017
12,12,2022-07-11 12:15:00,625.75,625.95,625.0,625.0,893613
13,13,2022-07-11 12:30:00,625.3,625.3,623.8,623.95,910705
14,14,2022-07-11 12:45:00,623.55,625.0,623.1,624.5,919180
15,15,2022-07-11 13:00:00,624.5,627.65,624.5,627.65,942858
16,16,2022-07-11 13:15:00,627.65,628.75,626.2,627.0,979763
17,17,2022-07-11 13:30:00,627.0,628.75,626.45,627.85,1012756
18,18,2022-07-11 13:45:00,627.85,629.3,626.7,627.5,1095414
19,19,2022-07-11 14:00:00,627.5,629.25,627.5,629.25,1126622
20,20,2022-07-11 14:15:00,629.25,630.4,628.2,628.2,1198702
21,21,2022-07-11 14:30:00,628.25,630.0,626.25,628.45,1272872
22,22,2022-07-11 14:45:00,628.0,630.65,627.6,628.8,1343683
23,23,2022-07-11 15:00:00,628.8,631.65,628.55,630.05,1409192
24,24,2022-07-11 15:15:00,630.0,630.65,630.0,630.6,1508649
25,25,2022-07-11 15:30:00,630.3,630.3,630.3,630.3,1508701
26,26,2022-07-12 09:15:00,627.3,637.9,624.45,633.6,153432
27,27,2022-07-12 09:30:00,633.75,634.9,630.6,633.75,413341
28,28,2022-07-12 09:45:00,633.1,635.0,631.6,634.3,479262
29,29,2022-07-12 10:00:00,634.3,636.4,633.3,633.6,538126
30,30,2022-07-12 10:15:00,633.65,634.75,632.8,634.55,571805
31,31,2022-07-12 10:30:00,634.55,634.75,633.0,633.5,590468
32,32,2022-07-12 10:45:00,633.7,634.5,633.0,633.5,613402
