,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,347.1,349.15,345.85,346.0,30074
1,1,2022-07-11 09:30:00,346.25,346.45,343.75,345.0,48846
2,2,2022-07-11 09:45:00,345.0,345.95,344.6,345.0,53954
3,3,2022-07-11 10:00:00,345.3,346.75,345.0,346.4,61997
4,4,2022-07-11 10:15:00,346.8,346.85,345.5,346.5,69844
5,5,2022-07-11 10:30:00,346.5,347.35,345.6,346.25,77003
6,6,2022-07-11 10:45:00,346.25,350.7,346.0,347.55,115089
7,7,2022-07-11 11:00:00,347.55,348.5,346.55,348.05,123657
8,8,2022-07-11 11:15:00,348.05,349.0,347.6,348.5,132151
9,9,2022-07-11 11:30:00,348.7,348.7,347.2,348.05,139318
10,10,2022-07-11 11:45:00,348.05,348.25,347.2,348.0,143640
11,11,2022-07-11 12:00:00,348.2,351.25,348.0,349.2,181228
12,12,2022-07-11 12:15:00,349.2,349.25,346.75,347.25,198032
13,13,2022-07-11 12:30:00,347.25,347.6,346.65,346.65,204703
14,14,2022-07-11 12:45:00,346.9,346.9,346.05,346.85,209154
15,15,2022-07-11 13:00:00,346.95,347.2,346.3,346.65,211990
16,16,2022-07-11 13:15:00,346.65,347.55,346.5,347.55,215478
17,17,2022-07-11 13:30:00,347.2,348.05,347.05,347.95,221282
18,18,2022-07-11 13:45:00,347.95,347.95,346.65,347.0,222441
19,19,2022-07-11 14:00:00,347.0,347.85,346.7,346.7,225632
20,20,2022-07-11 14:15:00,346.7,348.8,346.7,347.8,230388
21,21,2022-07-11 14:30:00,347.8,348.5,347.6,348.2,234056
22,22,2022-07-11 14:45:00,348.0,348.2,347.15,347.9,239263
23,23,2022-07-11 15:00:00,347.9,348.45,346.55,347.0,433752
24,24,2022-07-11 15:15:00,347.0,348.45,345.1,346.55,461068
25,25,2022-07-11 15:30:00,347.5,347.5,347.5,347.5,461068
26,26,2022-07-12 09:15:00,345.7,347.0,344.0,346.55,19313
27,27,2022-07-12 09:30:00,346.5,346.5,345.2,345.75,35172
28,28,2022-07-12 09:45:00,346.0,346.4,346.0,346.35,38856
29,29,2022-07-12 10:00:00,346.1,346.75,346.1,346.35,41420
30,30,2022-07-12 10:15:00,346.5,346.55,345.35,345.65,46498
31,31,2022-07-12 10:30:00,345.65,346.05,345.65,345.8,50026
32,32,2022-07-12 10:45:00,345.8,345.8,345.5,345.75,51769
