,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,3327.7,3327.7,3280.05,3285.5,404
1,1,2022-07-11 09:30:00,3285.5,3306.0,3285.5,3305.95,478
2,2,2022-07-11 09:45:00,3302.25,3311.9,3302.25,3306.0,548
3,3,2022-07-11 10:00:00,3306.0,3306.05,3289.2,3294.05,649
4,4,2022-07-11 10:15:00,3294.05,3301.1,3289.3,3299.65,745
5,5,2022-07-11 10:30:00,3306.0,3307.9,3302.7,3306.0,876
6,6,2022-07-11 10:45:00,3306.0,3306.0,3296.0,3298.2,1065
7,7,2022-07-11 11:00:00,3298.2,3302.0,3291.1,3297.6,1189
8,8,2022-07-11 11:15:00,3297.6,3300.55,3292.3,3299.9,1230
9,9,2022-07-11 11:30:00,3299.9,3307.95,3292.35,3302.1,1466
10,10,2022-07-11 11:45:00,3302.1,3306.0,3302.0,3306.0,1560
11,11,2022-07-11 12:00:00,3306.0,3306.0,3302.0,3305.0,1576
12,12,2022-07-11 12:15:00,3305.0,3310.3,3300.25,3305.5,1760
13,13,2022-07-11 12:30:00,3305.85,3306.0,3300.05,3300.35,1775
14,14,2022-07-11 12:45:00,3300.35,3306.0,3295.0,3295.0,1926
15,15,2022-07-11 13:00:00,3300.65,3306.0,3295.75,3296.1,2003
16,16,2022-07-11 13:15:00,3296.1,3307.45,3295.0,3298.5,2070
17,17,2022-07-11 13:30:00,3298.5,3305.0,3298.5,3305.0,2088
18,18,2022-07-11 13:45:00,3305.0,3306.9,3300.05,3306.9,2138
19,19,2022-07-11 14:00:00,3304.0,3308.4,3300.0,3304.95,2210
20,20,2022-07-11 14:15:00,3300.0,3305.0,3299.0,3305.0,2239
21,21,2022-07-11 14:30:00,3305.0,3305.7,3302.05,3305.0,2296
22,22,2022-07-11 14:45:00,3305.0,3305.0,3295.55,3300.0,2340
23,23,2022-07-11 15:00:00,3300.0,3302.35,3297.95,3300.0,2528
24,24,2022-07-11 15:15:00,3300.0,3302.95,3270.25,3270.3,4221
25,25,2022-07-11 15:30:00,3290.55,3290.55,3290.55,3290.55,4222
26,26,2022-07-12 09:15:00,3327.55,3327.55,3273.7,3295.05,177
27,27,2022-07-12 09:30:00,3295.05,3295.05,3273.7,3280.0,509
28,28,2022-07-12 09:45:00,3280.0,3298.35,3275.45,3287.55,677
29,29,2022-07-12 10:00:00,3287.55,3295.0,3279.05,3295.0,1007
30,30,2022-07-12 10:15:00,3295.0,3308.3,3295.0,3308.3,1283
31,31,2022-07-12 10:30:00,3315.55,3316.35,3285.0,3292.9,1545
32,32,2022-07-12 10:45:00,3292.9,3307.65,3285.0,3307.0,2061
